,id,lang,authors,title,subtitle,statement,place,publisher,year,editors,subjects,subject_types,parentId,parentTitle,signature,inventory_nr,Unnamed: 0,text,text_3,text_2,text_1,lev,sys,numbis,vw,backreference,subject_list,year_clean
11034,BV001632615,ita,"Paternò Castello, Ignazio",Viaggio per tutte le antichità della Sicilia,,descritto da Ignazio Paterno,Palermo,J. D.,1817,,Sizilien|Antike,g|s,,,,,,,,,,,,,,,Sizilien Antike,1817.0
1088800,BV047726185,ger,"Muthesius, Hermann",Wie wird der Krieg auf die deutsche Baukunst einwirken?,,Hermann Muthesius,,,1917,,Deutschland|Krieg,g|s,,,,,,,,,,,,,,,Deutschland Krieg,1917.0
701719,BV038605717,eng,"Ward, John L.",A reexamination of Van Gogh's pictorial space,,John L. Ward,,,1976,,"Gogh, Vincent van|Beneluxländer|Perspektive",p|g|s,,,,,,,,,,,,,,,GoghVincentvan Beneluxländer Perspektive,1976.0
393657,BV038164967,ita,"Chini, Paola",Lacerti di mosaico rinvenuti negli anni '30 sull'Aventino,,,,,1997,,Italien|Fußbodenmosaik,g|s,,,,,,,,,,,,,,,Italien Fußbodenmosaik,1997.0
25782,BV005247160,fre,"Endrei, Walter",L'évolution des techniques du filage et du tissage du Moyen Age à la révolution industrielle,,Walter Endrei. Trad. du hongrois par Joseph Takacs ...,Paris [u.a.],Mouton,1968,"Takacs, Joseph",Weben,s,BV002786573,Industrie et artisanat,,,,,,,,,,,,,Weben,1968.0
138910,BV037654646,ita,,Parlare con l'architettura,,a cura di Alberto Pratelli e Christina Conti,Udine,Forum,2005,"Pratelli, Alberto|Conti, Christina",Architekturtheorie,s,,,,,,,,,,,,,,,Architekturtheorie,2005.0
949652,BV043561690,ita,"Marcozzi, Luca",Petrarca e l'esilio nel tempo,,Luca Marcozzi,,,2015,,"Petrarca, Francesco|Exil",p|s,,,,,,,,,,,,,,,PetrarcaFrancesco Exil,2015.0
962531,BV043973914,fre,"Furrer, Bernhard","La salle de l'Inter à Porrentruy, au centre de la vie sociale",,"Bernhard Furrer, Marcel Berthold",,,2016,"Berthold, Marcel",Porrentruy|Hotel,g|s,,,,,,,,,,,,,,,Porrentruy Hotel,2016.0
1000039,BV045279658,ita,"Amirante, Roberta",Learning from Naples?,,Roberta Amirante,,,2018,,"Neapel|Urbanität|De Luca, Giulio",g|s|p,,,,,,,,,,,,,,,Neapel Urbanität DeLucaGiulio,2018.0
642613,BV038513564,fre,"Poulle, Emmanuel",L' horloge astronomique de la cathédrale de Bourges,,Emmanuel Poulle,,,1961,,Kathedrale Bourges|Astronomische Uhr,g|s,,,,,,,,,,,,,,,KathedraleBourges AstronomischeUhr,1961.0
746866,BV038674594,fre,"Arbaïzar, Philippe","Bordeaux, ô Bordeaux, quelle âme est sans défaut...",,,,,2001,,Kunstwissenschaftliches Studium|Bordeaux,s|g,,,,,,,,,,,,,,,KunstwissenschaftlichesStudium Bordeaux,2001.0
919347,BV042191029,ita,,Otto secoli di arte tessile ai Frari,,Doretta Davanzo Poli ; Nicola Mario Riccadona. Con saggi di Ivo Panteghini ...,Padova,Centro Studi Antoniani,2014,"Davanzo Poli, Doretta|Riccadona, Nicola Mario|Panteghini, Don Ivo",Santa Maria dei Frari|Parament,g|s,,,,,,,,,,,,,,,SantaMariadeiFrari Parament,2014.0
937405,BV042815638,ita,"Dantini, Michele",Nei pressi dell'origine e del mito,,Michele Dantini,,,2015,,"Klee, Paul|Primitivität",p|s,,,,,,,,,,,,,,,KleePaul Primitivität,2015.0
420266,BV038203152,fre,"Thomson, Richard",A propos de lesbianisme clandestin en plein Paris,,,,,2002,,"Anquetin, Louis",p,,,,,,,,,,,,,,,AnquetinLouis,2002.0
306805,BV038038166,ita,"Pellegrini, Emanuele",La fondazione de La Critica d'arte nelle carte di Carlo Ludovico Ragghianti,,,,,2007,,"Critica d'Arte|Ragghianti, Carlo Ludovico",u|p,,,,,,,,,,,,,,,Criticad'Arte RagghiantiCarloLudovico,2007.0
1151103,BV047788602,eng,"Rodríguez Ortega, Nuria","Summer school on digital art history (DAHSS), data-driven analysis and digital narratives",,Nuria Rodríguez Ortega,,,2018,,Kunstwissenschaft,s,,,,,,,,,,,,,,,Kunstwissenschaft,2018.0
724685,BV038641599,eng,"Bush-Brown, Albert",Get an honest bricklayer!,,Albert Bush-Brown,,,1958,,USA|Ästhetik,g|s,,,,,,,,,,,,,,,USA Ästhetik,1958.0
998323,BV045226172,ita,"Ciković, Danijel",L'eredità artistica del Medioevo nei documenti d'archivio della prima età moderna,,Danijel Ciković,,,2017,,Istrien|Kirchenbau,g|s,,,,,,,,,,,,,,,Istrien Kirchenbau,2017.0
696413,BV038597441,eng,"Boase, T. S. R.",The decoration of the new Palace of Westminster 1841 - 1863,,T. S. R. Boase,,,1954,,"Dyce, William|Bildnis",p|s,,,,,,,,,,,,,,,DyceWilliam Bildnis,1954.0
1075852,BV047713234,ger,"Humann, Georg",Gewölbemalerei in der Salvatorkirche zu Duisburg,,von G. Humann,,,1888,,Salvatorkirche|Gewölbe,g|s,,,,,,,,,,,,,,,Salvatorkirche Gewölbe,1888.0
357707,BV038116419,eng,"Gretton, Tom",Art is cheaper and goes lower in France,,Thomas Gretton,,,1998,,Großbritannien|Kunstförderung,g|s,,,,,,,,,,,,,,,Großbritannien Kunstförderung,1998.0
1066071,BV047434632,ger,"Müller-Wolff, Susanne",Apulien und Basilikata,,Herausgegeben von Susanne Müller-Wolff,Berlin,Verlag Klaus Wagenbach,[2021],,Apulien|Literatur,g|s,BV000770521,264,,,,,,,,,,,,,Apulien Literatur,2021.0
895054,BV041347723,ita,"Gallo, Francesca",Il video nelle mani del performer,,Francesca Gallo,,,2013,,Italien|Videokunst,g|s,,,,,,,,,,,,,,,Italien Videokunst,2013.0
857404,BV039567022,spa,"Russo, Alessandra",El vuelo de las imágenes,,"texto de Alessandra Russo, Gerhard Wolf, Diana Fane (curadores de la exposición)",Mexico City,Museo Nacional de Arte,2011,"Wolf, Gerhard|Fane, Diana",Neuspanien|Federbild,g|s,,,,,,,,,,,,,,,Neuspanien Federbild,2011.0
588679,BV038428586,eng,"Krzyżanowska, Aleksandra",General Wesierski's collection,,Aleksandra Krzyżanowska,,,1974,,Polen|Münze,g|s,,,,,,,,,,,,,,,Polen Münze,1974.0
548935,BV038362930,ita,"Giordano, Luisa",Il Teatro dei Quattro Cavalieri e la presenza di Antonio Galli Bibiena a Pavia,,Luisa Giordano,,,1975,,"Teatro Fraschini|Bibièna, Antonio|Italien|Theaterbau",b|p|g|s,,,,,,,,,,,,,,,TeatroFraschini BibiènaAntonio Italien Theaterbau,1975.0
994808,BV045110186,ita,,S. Maria in Aventino,,a cura dll'Istituto Nazionale di Studi Romani,Roma,Istituto Nazionale di Studi Romani,1986,,Santa Maria del Priorato,g,BV038755915,Le chiese di Roma,,,,,,,,,,,,,SantaMariadelPriorato,1986.0
463057,BV038253301,ita,"Brivio, Ernesto",La ristrutturazione liturgica del duomo di Milano,,,,,1987,,Dom Mailand,g,,,,,,,,,,,,,,,DomMailand,1987.0
627762,BV038490625,ger,"Oberholzer, Niklaus",... damit das Reden über Architektur öffentlich wird,,Niklaus Oberholzer,,,1982,,Schweiz|Kunstbetrachtung,g|s,,,,,,,,,,,,,,,Schweiz Kunstbetrachtung,1982.0
624772,BV038485892,ger,"Neumann, Jaromír",Eine vergessene und wiederentdeckte Gemäldegalerie,,Jaromír Neumann,,,1964,,Prag,g,,,,,,,,,,,,,,,Prag,1964.0
331726,BV038077404,rus,"Černyšov, Kirill M.",Kremnickie gul'dinery Vladislava II,,K. M. Černyšov,,,2005,,"Gosudarstvennyj Ėrmitaž|Medaille|Ungarn|Vladislav II. (Böhmen, König)",b|s|g|p,,,,,,,,,,,,,,,GosudarstvennyjĖrmitaž Medaille Ungarn VladislavII.(BöhmenKönig),2005.0
867989,BV040246147,ger,"Diederich, Toni",Siegelkunde,,Toni Diederich,Wien [u.a.],Böhlau,2012,,Siegelkunde,s,,,,,,,,,,,,,,,Siegelkunde,2012.0
266052,BV037972275,ger,"Luckow, Dirk",Akademische Avantgarde,,,,,2005,,Kopenhagen|Malerei,g|s,,,,,,,,,,,,,,,Kopenhagen Malerei,2005.0
934707,BV042691912,ita,"Vezzoli, Francesco",Francesco Vezzoli,,edited by Cristiana Perella,Milano,Rizzoli,gennaio 2016,"Perrella, Cristiana","Vezzoli, Francesco|Videokunst|Rivoli",p|s|g,,,,,,,,,,,,,,,VezzoliFrancesco Videokunst Rivoli,2016.0
683027,BV038576098,ger,"Streicher, Gebhard",Vorwort über Friedrich Streicher,,Gebhard Streicher,,,1974,,"Koller, Friedrich",p,,,,,,,,,,,,,,,KollerFriedrich,1974.0
590163,BV038431297,eng,"Kuntz, Joseph J.",The Medici bowl from Seton College,,Joseph Kuntz,,,[1974?],,Italien|Kunsthandwerk|Medici (Familie : 13.-18. Jahrhundert),g|s|p,,,,,,,,,,,,,,,Italien Kunsthandwerk Medici(Familie:13.-18.Jahrhundert),1974.0
1070034,BV047562465,eng,,Narrating nonhuman spaces,,"edited by Marco Caracciolo, Marlene Karlsson Marcussen, and David Rodriguez",New York ; London,"Routledge, Taylor & Francis Group",2022,"Caracciolo, Marco|Marcussen, Marlene Karlsson|Rodriguez, David",Literatur,s,,,,,,,,,,,,,,,Literatur,2022.0
719165,BV038632743,eng,"Alford, John",The prophet and the playboy Dada was not a farce,,John Alford,,,1952,,Dadaismus,s,,,,,,,,,,,,,,,Dadaismus,1952.0
662258,BV038542850,ita,"Salvini, Roberto",Un inedito di scultura romanica piacentina,,Roberto Salvini,,,1959,,Dom Piacenza|Dom,g|s,,,,,,,,,,,,,,,DomPiacenza Dom,1959.0
608008,BV038459927,pol,"Markowski, Feliks",Gotycki klasztor dominikański we Lwowie w świetle gdańskiego rękopisu z XVI w.,,Feliks Markowski,,,1969,,Dominikanerkirche Lemberg,g,,,,,,,,,,,,,,,DominikanerkircheLemberg,1969.0
730650,BV038650845,fre,"Châtelet, Albert",Pedro Berruguete et Juste de Gand,,Albert Châtelet,,,1976,,"Berruguete, Pedro",p,,,,,,,,,,,,,,,BerruguetePedro,1976.0
106711,BV025457878,ita,"Beltrami, Luca",Vita di Aristotile da Bologna,,Luca Beltrami,Bologna,Beltrami,1912,,"Fioravanti, Aristotele",p,,,,,,,,,,,,,,,FioravantiAristotele,1912.0
982511,BV044706100,ger,,Groß gedacht! Groß gemacht?,,"Herausgeber: Museumslandschaft Hessen Kassel, Gisela Bungarten ; Projektleitung: Sebastian Dohe",Petersberg,Michael Imhof Verlag,[2018],"Bungarten, Gisela|Dohe, Sebastian","Karl (Hessen-Kassel, Landgraf)|Kunst",p|s,BV037480033,Kataloge der Museumslandschaft Hessen Kassel,,,,,,,,,,,,,Karl(Hessen-KasselLandgraf) Kunst,2018.0
563089,BV038384732,ger,"Heilmaier, Hans",Der brasilianische Maler Candido Portinari,,Hans Heilmaier,,,[1958?],,"Portinari, Cândido",p,,,,,,,,,,,,,,,PortinariCândido,1958.0
1124108,BV047761563,ita,"Lovarini, Emilio",Le ville edificate da Alvise Cornaro,,Emilio Lovarini,,,1899,,"Cornaro, Luigi|Villa",p|s,,,,,,,,,,,,,,,CornaroLuigi Villa,1899.0
338792,BV038087913,ita,"Del Buono, Franco",L' abolizione del Monte Lucrezia Ruffo e il legato alle chiese di Fiumefreddo e Longobardi,,,,,2009,,Longobardi|Geschichte,g|s,,,,,,,,,,,,,,,Longobardi Geschichte,2009.0
551980,BV038367750,pol,"Gostwicka, Janina",Przesłanki do rekonstrukcji umeblowania zamku wawelskiego za Zygmunta I i Bony Sforza,,Janina Gostwicka,,,1975,,Schloss Wawel,g,,,,,,,,,,,,,,,SchlossWawel,1975.0
7796,BV021305380,ita,"Caffaro, Adriano",De clarea,,Adriano Caffaro,Salerno,Arci Postiglione,2004,,De clarea|Buchmalerei,u|s,BV021267584,L' officina dell'arte,,,,,,,,,,,,,Declarea Buchmalerei,2004.0
961453,BV043908016,eng,"Jones, Pamela M.",Waterworks for New St. Peter's,,"Pamela M. Jones, University of Massachusetts, Boston",,,2016,,Peterskirche|Vierung|Teresa (de Jesús),g|s|p,,,,,,,,,,,,,,,Peterskirche Vierung Teresa(deJesús),2016.0
201047,BV037815037,ita,,Elogio storico del Cavaliere Anton Raffaele Mengs,,scritto dal Consiglier Bianconi,Roma,Poggioli,1797,"Bianconi, Giovanni Lodovico","Mengs, Anton Raphael",p,,,,,,,,,,,,,,,MengsAntonRaphael,1797.0
827804,BV038887991,ita,"Crippa, Maria Antonietta",Una Milano sconosciuta,,,Milano,Istituto Ortopedico Gaetano Pini,2000,"Zanzottera, Ferdinando",Mailand|Architektur,g|s,BV038750879,Strenna dell'Istituto Gaetano Pini,,,,,,,,,,,,,Mailand Architektur,2000.0
591662,BV038433864,eng,"Laging, Duard W.",The methods used in making the bronze doors of Augsburg Cathedral,,Duard W. Laging,,,1967,,Dom Augsburg|Dom,g|s,,,,,,,,,,,,,,,DomAugsburg Dom,1967.0
369406,BV038133407,ita,"Fortunati Pietrantonio, Vera",Lessico familiare,,Vera Fortunati,,,1994,,"Fontana, Lavinia",p,,,,,,,,,,,,,,,FontanaLavinia,1994.0
735241,BV038657761,bul,"Angelov, Valentin",Skulptura i architektura,,Valentin Angelov,,,1973,,Denkmal,s,,,,,,,,,,,,,,,Denkmal,1973.0
360496,BV038120370,ita,"Bellucci, Antonio",La datazione del Codice Filippino della Divina Commedia della Biblioteca dei Girolamini di Napoli,,,,,1961,,Dante (Alighieri),p,,,,,,,,,,,,,,,Dante(Alighieri),1961.0
147976,BV037689265,ita,,Semplici e continue diligenze,,,Firenze,Edifir Edizioni,2011,"Incerpi, Gabriella",Florenz|Museumsorganisation,g|s,,,,,,,,,,,,,,,Florenz Museumsorganisation,2011.0
357091,BV038115426,ita,"Pirondini, Massimo",L' arte del legno,,,,,1980,,Emilia-Romagna|Plastik,g|s,,,,,,,,,,,,,,,Emilia-Romagna Plastik,1980.0
61946,BV014739034,eng,"Biernoff, Suzannah",Sight and embodiment in the Middle Ages,,Suzannah Biernoff,"Houndmills, Basingstoke, Hampshire",Palgrave Macmillan,2002,,Visuelle Wahrnehmung,s,,,,,,,,,,,,,,,VisuelleWahrnehmung,2002.0
324152,BV038065999,eng,"Fuller, Christopher",Two thousand years of storytelling about Jesus,,,,,2008,,Il vangelo secondo Matteo,u,,,,,,,,,,,,,,,IlvangelosecondoMatteo,2008.0
105357,BV036093815,ger,"Hinterkeuser, Guido",Das Berliner Schloss,,Guido Hinterkeuser,Regensburg,Schnell + Steiner,2012,,Stadtschloss Berlin|Ausstattung,g|s,,,,,,,,,,,,,,,StadtschlossBerlin Ausstattung,2012.0
381743,BV038148857,ita,"Dalena, Pietro",Il sistema viario peninsulare,,,,,1998,,Italien|Verkehrsbau,g|s,,,,,,,,,,,,,,,Italien Verkehrsbau,1998.0
1033523,BV046827080,eng,"Bukowska, Aneta",On the trail of tombs and sepulchral altars of the Ottonian period,,Aneta Bukowska,,,[2019],,Piastowie (Familie)|Posen|Herrscher,p|g|s,,,,,,,,,,,,,,,Piastowie(Familie) Posen Herrscher,2019.0
643157,BV038514327,eng,"Prat, Louis-Antoine",A drawing by Puvis de Chavannes at the Fitzwilliam Museum in Cambridge,,Louis-Antoine Prat,,,1980,,"Puvis de Chavannes, Pierre",p,,,,,,,,,,,,,,,PuvisdeChavannesPierre,1980.0
122241,BV037547873,ita,,Brixia 1882,,,Brescia,Apollonio,1882,,Brescia|Kunst,g|s,,,,,,,,,,,,,,,Brescia Kunst,1882.0
284346,BV038002484,eng,"Wehmer, Carl",Gutenbergs Typographie und die Teigdrucke des Monogrammisten d,,,,,1970,,"Gutenberg, Johannes",p,,,,,,,,,,,,,,,GutenbergJohannes,1970.0
188928,BV037785449,ita,"Panzini, Franco",Per i piaceri del popolo,,,Bologna,Zanichelli,1993,,Europa|Grünanlage,g|s,,,,,,,,,,,,,,,Europa Grünanlage,1993.0
364025,BV038125666,ita,"Castellari, Elisabetta",Hazoumè,,,,,2011,,"Hazoumé, Romuald",p,,,,,,,,,,,,,,,HazouméRomuald,2011.0
248023,BV037944676,ita,"Patetta, Luciano",I disegni per il De re aedificatoria,,L. P.,,,2004,,"Italien|Architekturzeichnung|Alberti, Leon Battista|Bartoli, Cosimo",g|s|u|p,,,,,,,,,,,,,,,Italien Architekturzeichnung AlbertiLeonBattista BartoliCosimo,2004.0
362072,BV038122589,ita,"Signorini, Rodolfo",Andrea mercuriale,,,,,2010,,"Mantegna, Andrea|Brief",p|s,,,,,,,,,,,,,,,MantegnaAndrea Brief,2010.0
1032316,BV046802296,eng,"Birch, Dinah",Ruskin and his Victorian readers,,Dinah Birch,,,2020,,"Ruskin, John|Schrifttum",p|s,,,,,,,,,,,,,,,RuskinJohn Schrifttum,2020.0
205604,BV037824656,pol,,Sztuka starobułgarska,,autorzy tekstów: Jerzy Zanoziński ; Atanas Božkow ; Wasił Pandurski. Tłumaczenie: Maria Wieçkowska ; Hanna Karpińska. Ministerstwo Kultury i Sztuki ; Muzeum Narodowe w Warszawie,Warszawa,Wrzesien-Pazdziernik,1969,"Zanoziński, Jerzy|Božkov, Atanas D.|Pandursky, Wassil",Bulgarien|Ikonenmalerei,g|s,,,,,,,,,,,,,,,Bulgarien Ikonenmalerei,1969.0
1177206,BV048315530,eng,,Application of stable isotopes and tritium in hydrology,,"editors Krajcar Bronić, Jadranka Barešić",Basel,MDPI,[2022],"Bronić, Krajcar|Barešić, Jadranka",Hydrologie,s,,,,,,,,,,,,,,,Hydrologie,2022.0
383729,BV038151226,ita,"Andreoli, Annamaria",La casa-immagine dell'immaginifico D'Annunzio,,,,,1999,,"Vittoriale degli Italiani|D'Annunzio, Gabriele",g|p,,,,,,,,,,,,,,,VittorialedegliItaliani D'AnnunzioGabriele,1999.0
626314,BV038488052,dut,"Niemeijer, J. W.",Zittende hond door Jacob Jordaens,,J. W. Niemeyer,,,1975,,"Jordaens, Jacob",p,,,,,,,,,,,,,,,JordaensJacob,1975.0
860178,BV039710296,fre,"Alexandre, Lorraine",Les enjeux du portrait en art,,Lorraine Alexandre,Paris,<<L'>>Harmattan,2011,,Bildnis,s,,,,,,,,,,,,,,,Bildnis,2011.0
262733,BV037967007,ita,"Mezzaroba, Leonardo",Il risveglio culturale di Venezia italiana nelle medaglie di fine Ottocento,,,,,2005,,Venedig|Numismatik,g|s,,,,,,,,,,,,,,,Venedig Numismatik,2005.0
344041,BV038095306,ita,"Pietrangeli, Carlo",Raccolte cittadine,,,,,1962,,Rom|Angewandte Kunst,g|s,,,,,,,,,,,,,,,Rom AngewandteKunst,1962.0
581656,BV038416259,spa,"Kerrigan, Anthony",Crónica de Norteamérica,,Anthony Kerrigan,,,1955,,Holland|Malerei,g|s,,,,,,,,,,,,,,,Holland Malerei,1955.0
874112,BV040425034,ita,"Guarnieri, Anita",Alla ricerca del romanico pugliese,,Anita Guarnieri,,,2011,,"Pantaleo, Angelo|Apulien|Romanik",p|g|s,,,,,,,,,,,,,,,PantaleoAngelo Apulien Romanik,2011.0
527917,BV038331626,ger,"Elbern, Victor H.",Liturgisches Gerät des Frühmittelalters als Symbolträger,,Victor H. Elbern,,,1976,,Kirchengerät,s,,,,,,,,,,,,,,,Kirchengerät,1976.0
155092,BV037706707,ita,,Calandri,,Accademia di Brera. Comitato scientifico: Fernando De Filippi ... Curatori: Giuseppe Devalle ... Coord.: Antonio Freiles,Messina,Edizioni Carte d'Arte,1995,"Devalle, Giuseppe|Freiles, Antonio|De Filippi, Fernando","Calandri, Mario",p,,,,,,,,,,,,,,,CalandriMario,1995.0
275068,BV037987231,ger,"Herzner, Volker",Donatellos Madonna vom Paduaner Hochaltar,,,,,1972,,Donatello|Ikonographie,p|s,,,,,,,,,,,,,,,Donatello Ikonographie,1972.0
432106,BV038220294,eng,"Brink, Joel","Simone Martini, Francesco Petrarca and the humanistic program of the Virgil frontispiece",,,,,1977,,"Martini, Simone",p,,,,,,,,,,,,,,,MartiniSimone,1977.0
553575,BV038370047,fre,"Grégoire-Besnard, Claude",Les Vignon et la galerie de Thorigny-sur-Vire,,Claude Grégoire-Besnard,,,1960,,"Vignon, Claude",p,,,,,,,,,,,,,,,VignonClaude,1960.0
555530,BV038373015,ger,"Bachmann, Fredo",Wirkung und Nachwirkung der Kunst des Aert van der Neer,,Fredo Bachmann,,,1972,,"Neer, Aert van der|Beneluxländer|Malerei",p|g|s,,,,,,,,,,,,,,,NeerAertvander Beneluxländer Malerei,1972.0
149728,BV037693898,ita,,La Scuola Romana,,Galleria Nazionale d'Arte Moderna. A cura di Rita Camerlingo e András Zwickl,[Roma],QuinTilia Edizioni,1998,"Camerlingo, Rita|Zwickl, Andraś",Ungarn|Kunst,g|s,,,,,,,,,,,,,,,Ungarn Kunst,1998.0
188175,BV037783852,ita,,Un paese indicibilmente bello,,a cura di Albert Meier,Palermo,Sellerio,1987,"Meier, Albert","Sizilien|Reise|Goethe, Johann Wolfgang von",g|s|p,,,,,,,,,,,,,,,Sizilien Reise GoetheJohannWolfgangvon,1987.0
312954,BV038048026,ita,"Greco, Salvatore","I Rutelli, maestri della pietra",,,,,2007,,Italien|Baudenkmal|Rutelli (Familie),g|s|p,,,,,,,,,,,,,,,Italien Baudenkmal Rutelli(Familie),2007.0
910852,BV041899399,ger,"Haberstock, Eva",Der Augsburger Stadtwerkmeister Elias Holl (1573–1646),,Eva Haberstock,Petersberg,Michael Imhof Verlag,[2016],,"Holl, Elias|Architektur|Augsburg",p|s|g,BV019331299,Beiträge zur Geschichte der Stadt Augsburg,,,,,,,,,,,,,HollElias Architektur Augsburg,2016.0
1079973,BV047717357,ger,"Schulze, Otto",Das Malerische in der Baukunst und in der Landschaft,,von Otto Schulze,,,1916,,Architektur,s,,,,,,,,,,,,,,,Architektur,1916.0
94680,BV035018581,ger,"Cambi, Bartolomeo",Der Liebhaber Jesu,,"Weilend Durch Den ... P. Bartholomaeu Salutium, ... Italianisch beschriben. An Jetzt aber Durch Joachim Meichel Verteütscht",München,König,1628,"Meichel, Joachim",Jesus Christus|Liebe,p|s,,L' innamorato di Giesu,,,,,,,,,,,,,JesusChristus Liebe,1628.0
835093,BV038903688,ger,"Weizsäcker, Heinrich",Die Zeichnungen Adam Elsheimers im Skizzenband des Städelschen Kunstinstituts,,bearb. und eingeleitet von Heinrich Weizsäcker,Frankfurt am Main,Baer,1923,,"Elsheimer, Adam|Zeichnung",p|s,BV038755165,"Städelsches Kunstinstitut <Frankfurt, Main>",,,,,,,,,,,,,ElsheimerAdam Zeichnung,1923.0
591974,BV038434373,dut,"Lambrecht, Miriam",Tijdelijke tentoonstellingen en museumdidactiek,,Miriam Lambrecht,,,1984,,Kunsterziehung,s,,,,,,,,,,,,,,,Kunsterziehung,1984.0
947938,BV043512150,ita,"Boeri, Elisa","Ascesa e caduta dei salons (e delle hotesses) parisiens, 1749-1777",,Elisa Boeri,,,2015,,Paris|Salon,g|s,,,,,,,,,,,,,,,Paris Salon,2015.0
946946,BV043479846,fre,,Identités angevines,,"sous la direction de Jean-Paul Boyer, Anne Mailloux & Laure Verdon",Aix-en-Provence,Presses universitaires de Provence,2016,"Boyer, Jean Paul|Mailloux, Anne|Verdon, Laure",Anjou (Familie)|Provence,p|g,,,,,,,,,,,,,,,Anjou(Familie) Provence,2016.0
265865,BV037971949,eng,"Cutler, Anthony","Realities, realia, and realism",,,,,2005,,Europa|Realismus,g|s,,,,,,,,,,,,,,,Europa Realismus,2005.0
998583,BV045231698,eng,"Koltsida-Makrē, Iōanna","Philaretos Brachamios, portrait of a Byzantine official",,by Ioanna Koltsida-Makre,,,2017,,Byzantino Museio Phthiōtidas|Siegel,b|s,,,,,,,,,,,,,,,ByzantinoMuseioPhthiōtidas Siegel,2017.0
541773,BV038352367,ger,"Fuhrmann, Helga",Max Langer,,Helga Fuhrmann,,,1970,,"Langer, Max",p,,,,,,,,,,,,,,,LangerMax,1970.0
500465,BV038295279,ita,"Sani, Bernardina",La pittura a pastello a Parma nel Settecento,,Bernardina Sani,,,1993,,"Parma|Malerei|Baldrighi, Giuseppe",g|s|p,,,,,,,,,,,,,,,Parma Malerei BaldrighiGiuseppe,1993.0
816963,BV038855858,ita,,Materiali per l'archeologia medievale,,a cura di Paolo Peduto,Salerno,Laveglia,2003,"Peduto, Paolo",Kampanien|Kunst,g|s,BV038745298,Fonti archeologiche per la storia del mezzogiorno medievale,,,,,,,,,,,,,Kampanien Kunst,2003.0
877071,BV040546517,ita,,René Paresce,,[curatore] Rachele Ferrario,Milano,Skira,2012,"Ferrario, Rachele|Paresce, René","Paresce, René",p,,,,,,,,,,,,,,,ParesceRené,2012.0
313167,BV038048332,ita,"Centauro, Giuseppe Alberto",Il restauro della Madonna del Parto di Piero della Francesca a Monterchi,,,,,1994,,Piero (della Francesca)|Restaurierung,u|s,,,,,,,,,,,,,,,Piero(dellaFrancesca) Restaurierung,1994.0
48422,BV012672591,eng,,The Australian journal of politics and history,,"University of Queensland, Department of Government, Department of History",Oxford,Wiley-Blackwell,1955-,,Australien|Politik,g|s,,,,,,,,,,,,,,,Australien Politik,1955.0
422901,BV038207057,spa,"Pereda, Felipe",Ad vivum?,,,,,2002,,Spanien|Historienmalerei,g|s,,,,,,,,,,,,,,,Spanien Historienmalerei,2002.0
859957,BV039692919,ita,,Dal Rinascimento al Risorgimento,,a cura di Zeffiro Ciuffoletti,Firenze,Edizioni Polistampa,[2011],"Ciuffoletti, Zeffiro","Guicciardini, Francesco|Ausgabe|Guicciardini (Familie)",u|s|p,,,,,,,,,,,,,,,GuicciardiniFrancesco Ausgabe Guicciardini(Familie),2011.0
380355,BV038147047,ita,"Melica, Loredana",La chiesa di S. Martino di Pianiga,,,,,1999,,San Martino,g,,,,,,,,,,,,,,,SanMartino,1999.0
421528,BV038204881,ita,"Polacco, Renato",La storia del reliquiario Bessarione dopo il rinvenimento del verso della croce scomparsa,,,,,1992,,Reliquiar|Bessarion (Kardinal),s|p,,,,,,,,,,,,,,,Reliquiar Bessarion(Kardinal),1992.0
737312,BV038660919,ger,"Cremer, Fritz",Wilhelm Gerstel und seine Schule,,Fritz Cremer,,,1955,,"Gerstel, Wilhelm",p,,,,,,,,,,,,,,,GerstelWilhelm,1955.0
59177,BV014038274,ger,"Grünbein, Durs",Schlaflos in Rom,,Durs Grünbein,Berlin,Akad.-Verl.,2001,"Seibt, Gustav","Iuvenalis, Decimus Iunius",p,BV037479516,Vorträge aus dem Warburg-Haus,,,,,,,,,,,,,IuvenalisDecimusIunius,2001.0
1017667,BV046246165,ita,"Bonghi Jovino, Maria",Tra gli asfodeli e le ferule,,Maria Bonghi Jovino,,,2019,,"Tarquinia|Etrusker|Cultrera, Giuseppe",g|s|p,,,,,,,,,,,,,,,Tarquinia Etrusker CultreraGiuseppe,2019.0
164921,BV037729799,ita,,Friuli rubato,,"Comune di Pordenone, Museo Civico Palazzo Ricchieri ; Consiglio Regionale di Italia Nostra. A cura di Gilberto Ganzer",Pordenone,Grafiche Editoriali Artistiche Pordenonesi,1983,"Ganzer, Gilberto",Italien|Regionalkunst,g|s,,,,,,,,,,,,,,,Italien Regionalkunst,1983.0
1089115,BV047726501,ger,"Kullberg, Emil Frithjof","Maler Arthur Illies, Hamburg",,von E. F. Kullberg,,,1917,,"Illies, Arthur",p,,,,,,,,,,,,,,,IlliesArthur,1917.0
264884,BV037970432,fre,"Jastrzębowska, Elżbieta",Encore sur la quadrature du nimbe,,Elisabeth Jastrzebowska,,,1994,,Künstlerische Form,s,,,,,,,,,,,,,,,KünstlerischeForm,1994.0
