id,lang,title,year,embedding_x,embedding_y,cluster
BV038184652,pol,W sprawie daty urodzenia Tadeusza Kuntzego,2000,736,12,3
BV042590515,ita,Milano caput mundi,2015,-220,-542,-1
BV038093800,eng,From national to dynastic history of art (a path of art history in Central Europe),2008,245,-60,-1
BV040243324,ita,Gino Sarfatti,2012,98,60,-1
BV038556314,ger,Zum Selbstbildnis von Otto Dix auf dem Triptychon Der Krieg,1966,-36,-554,-1
BV038181401,ger,Bibliografie Dankwart Leistikow bis zum Jahr 2000,2001,-306,-96,-1
BV038634410,eng,New York - the Solomon R. Guggenheim Museum,1977,797,-337,-1
BV038029949,ger,Naturstudium und malerische Abstraktion,1998,-417,445,-1
BV037767572,ita,Pietro Consagra,1973,503,578,-1
BV038485706,eng,Robert de Cotte and the Baroque ecclesiastical façade in France,1985,-61,72,-1
BV037824116,fre,"Les écrivains de l'histoire auguste, Eutrope, Sextus Rufus",1851,625,289,-1
BV038540833,spa,Ultimas adquisiciones del Museo del Prado,[1977?],233,-289,-1
BV038645705,spa,Guardias de la Reina (1852 - 1855) Escolta Real (1875 - 1931),1979,-515,-132,-1
BV038478183,ger,"Ernst Moritz Engert, Franz Henseler",1977,-503,650,0
BV038259378,ita,Ravenna - 1980,1985,417,-566,-1
BV019803386,ita,La Casina Valadier,2004,-196,36,-1
BV038471619,srp,Gruzinskie menologii s XI po XIV vek,1977,380,72,-1
BV018084146,ita,Tommasi Ferroni,1978,-269,60,-1
BV000471773,ita,Architettura paleocristiana e bizantina,1986,-147,277,-1
BV037984831,eng,Michael Bath,2005,429,-24,7
BV038084969,eng,A biographical dictionary of London tomb sculptors c. 1560 - c. 1660,2009,539,156,7
BV043349017,eng,Photography,2016,883,180,-1
BV019332684,ita,Ambrogio Lorenzetti,2004,233,578,5
BV038897742,ger,Ausgewählte Graphik von Liebermann bis Picasso,1958,-417,108,-1
BV047080848,eng,Jihadi audiovisuality and its entanglements,[2020],331,409,-1
BV047808029,ita,Abitare la Sanità,2021,-220,397,-1
BV038205726,ger,Kirchenarchäologie in der Schweiz seit der Mitte des 19. Jahrhunderts,2002,257,48,7
BV038408610,ger,'Die geistige Haltung der eigenen Zeit',1981,368,36,7
BV045952410,ita,Tra ribellione e conservazione,2019,466,-421,-1
BV037767364,fre,Mario Botta,1992,772,-96,3
BV021545396,ita,I ponti antichi di Roma,2006,576,-530,2
BV012900936,ita,Il Palazzo Baronale di Monteroni,1998,-515,277,-1
BV040635662,ita,Mistica e immagini,2012,380,240,6
BV038316205,ger,Rodin-Ausstellung in London,1953,147,469,-1
BV037547368,ita,Il Maestro della Natività di Castello,1995,-171,-469,-1
BV038952590,ita,Inventori stranieri a Venezia (1474 - 1788),1995,147,686,5
BV044450846,eng,The Ottoman threat and crusading on the Eastern border of Christendom during the 15th century,[2018],736,-36,3
BV037694751,ita,Afro,1998,392,84,-1
BV047235853,ita,Novità per Paolo De Matteis,2019,-453,915,0
BV037577167,ger,Enrico Baj und die künstlerischen Avantgarden 1945 - 1964,2003,24,-253,8
BV038323542,spa,Exposición de Arte Portugués en Londres,1955,-159,-650,-1
BV037768985,ger,"Pflanzen, Wurzeln, Säfte, Samen",1981,208,795,5
BV047765633,ita,Le porte di bronzo di Castelnuovo in Napoli,1907,368,108,-1
BV038127159,ger,Dioskuren einer kunstvollen Wissenschaft,2010,-515,12,-1
BV047613405,ita,Le porte di Milano,aprile 2021,441,-1192,-1
BV038003661,eng,The genesis of Pompeo Leoni's Patience,1994,-184,-385,8
BV037958626,pol,Na rozdrożu nowoczesności,2003,294,-542,-1
BV038309229,ita,Pitture italiane esposte a Burlington House,1902,441,-542,-1
BV038955093,ita,Russolo,1977,0,-494,-1
BV037706614,ita,Sandro Chia,2000,662,421,-1
BV042247905,ita,L'oro e la polvere,2014,564,12,-1
BV044895764,ger,Franz Caucig,2018,-257,-240,-1
BV038134120,ita,"Fra pittura e smalto, nella prima metà del Trecento",1995,-171,-228,-1
BV002872817,ger,Die Eiserne Krone der Lombardei und der lombardische Königsschatz,1966,-269,-566,-1
BV037847984,ita,Andrea Ansaldo recuperato,1984,466,614,-1
BV012490591,ger,Linguistik online,1998-,-282,337,-1
BV038132543,ita,Relazione al progetto,1995,-208,-506,-1
BV038556779,ger,Der Fintansbecher von Rheinau,1960,-208,-96,-1
BV038496171,ita,Claude Vignon,1976,453,-674,2
BV043507777,eng,Light and shadow in Italian Baroque painting,2015,355,1229,-1
BV042906495,ita,Musica e architettura,2009,-233,361,-1
BV037772269,lat,Mirabilia Rome,1475,527,650,-1
BV037749479,ger,Johann Jakob Ulrich,1966,-147,469,-1
BV037960231,ita,Supplizi in miniatura,2005,294,590,5
BV045564617,ger,Rechtsradikalismus in Niedersachsen,[2019],417,-12,7
BV042575277,ger,Deine Brüste sind süßer als Wein,2011,650,771,1
BV038376736,fre,Bijoux de l'École de Fontainebleau,1975,98,-36,9
BV047727668,ger,"Zu den Ketzereien über Malerei, [2]",1919,-343,807,0
BV038147817,ita,Ritratto di una città,1999,404,-433,-1
BV038262501,ita,Un' esaltante esperienza di un edile,1983,147,445,-1
BV038515406,ger,Ida Kerkovius (1879 - 1970) - Gesichter,1979,122,301,-1
BV041087315,eng,Disembodied heads in medieval and early modern culture,2013,196,566,5
BV044305714,ita,"Amiternum (AQ), loc. San Vittorino",2016,-993,-747,-1
BV038789297,eng,Ancient building technology,2000,-220,325,-1
BV038526291,dut,"Een portret van Hugo Jacobsz, door Jan Muller",1958,-233,-48,-1
BV047398200,eng,Mannequins in museums,2022,196,277,-1
BV038248701,fre,L' étude d'après les maîtres et le rôle de la copie dans la formation des artistes à Florence au XVIe siècle,1991,208,216,-1
BV037619761,fre,Un an à Rome et dans ses environs,1823,441,-180,-1
BV042172476,eng,Heidegger and the measure of truth,2013,-576,-265,-1
BV037950512,eng,Divine cavalry,2003,-515,-277,-1
BV038406913,eng,Paul Gauguin's self-portraits and the Oviri,1979,895,96,3
BV038354320,ger,Deutsches Ledermuseum erwarb Sarre-Sammlung,1958,625,240,-1
BV038611070,ger,Opus interrasile an römischen Pferdegeschirr des 1. Jahrhunderts,1952,257,506,5
BV042639211,ita,I manoscritti miniati della Biblioteca Capitolare di Padova,2014,-527,48,-1
BV038153287,ita,Ceramica,1994,-355,457,-1
BV044738346,ger,Die Rotation des Ausdrucks,[2018],-159,554,-1
BV038598584,ita,Cirillo e Metodio,1988,576,48,-1
BV047752180,eng,The art of Victor Gilsoul,1905,294,301,6
BV003676092,ger,Donatio et memoria,1990,392,-180,-1
BV038542413,ita,Lorenzo Ghiberti e Mariotto di Nardo,1955,490,469,-1
BV047789209,ger,Über die Rückgabe der Abtei Mettlach an das Erzstift Trier durch Karl den Grossen,1872,638,807,1
BV037739394,ita,Astratta,1988,-85,-361,-1
BV038117345,ita,Le sculture del coronamento della facciata settentrionale,2009,-159,-48,-1
BV037921679,ger,Fischer von Erlachs Kaiserstil und Schlüters Fassadenkunst in Vorderösterreich,2002,196,735,5
BV038187071,ita,Opere dell'ingegnere Cesare Formenti dal 1897 al 1926,2001,-478,0,-1
BV037948499,dut,Een vorstelijk museum?,2004,417,-735,-1
BV038133840,eng,The heavenly court,1997,-711,253,-1
BV041360895,ita,Rivedremo l'altare di Antonello Gagini allo Spasimo?,2013,858,566,-1
BV038391059,ita,L' orologio di Paolo Uccello nel duomo di Firenze,1970,-171,-325,-1
BV038503329,cze,K otázce retrospektivních tendencí v českém malířství krásného slohu,1964,-453,771,0
BV038218696,ita,Guido Reni (e altri) a San Gregorio al Celio e a San Sebastiano fuori le Mura,1990,-453,-313,-1
BV018080074,eng,Architectural and ornament drawings,1975,-417,84,-1
BV038107285,hrv,Neobjavljeni seičento,1976,-441,807,0
BV038051405,ger,"Ein Kanon der Kunst für die Hofgartengalerie, Münchens erste Pinakothek",2008,-245,-12,-1
BV038641323,ger,Delacroix und Rembrandt,1966,-24,-84,9
BV038444358,eng,The iconography of the Trinity at Saint-Denis,1978,-171,277,-1
BV038559990,fre,La datation de la polychromie d'une Vierge à l'Enfant de Bohême rélévée par l'examen,[1974?],73,-228,-1
BV020179804,fre,Le Cardinal Carlo Carafa,1882,429,-240,-1
BV037970693,ger,"Daz was ein Dinc, daz hiez der Grâl",1995,466,445,-1
BV037789672,ita,Pier Niccolò Berardi,1973,772,240,-1
BV038449449,pol,Sesja naukowa w 150-lecie śmierci Stanisława Kostki Potockiego 1821 - 1971,1972,208,554,5
BV039524737,ita,Trame di luce,2010,-159,-265,-1
BV038940352,eng,"Old master and 19th century European paintings, drawings and sculpture",1995,-453,747,0
BV037922691,ger,Zur Kunst des Franziskusmeisters,1963,539,-12,7
BV042318857,ita,Guida al mercato dell'arte moderna e contemporanea,2014,650,795,1
BV043905610,ita,Gli eroi son tutti giovani e belli,[2016],36,-361,-1
BV039641635,eng,William Mostyn-Owen (1929 - 2011),2011,-331,433,-1
BV044351683,ita,Roma nell'età del modernismo,[2015],552,-1132,-1
BV038332502,dut,"De Kunsttheorie van Cobra, 1848 - 1948",[1967?],-184,-650,-1
BV037978861,ger,Ist die zeitgenössische Kunst christlich?,2005,73,469,-1
BV038190067,ita,La corona del Volto Santo di Borgo Sansepolcro,2002,-110,-72,-1
BV038776616,eng,"Catalogue of books printed in England and English books printed abroad, 1641-1700",1975,343,277,6
BV045251355,ita,Il dovere della festa,2018,478,-24,7
BV005471949,ger,Scherenschnitt und Schattenrisse,1964,650,-433,-1
BV046263311,fre,Agroforesterie et services écosystémiques en zone tropicale,[2019],-269,-373,-1
BV038007792,ita,Il culto e l'immagine di san Nicola a Cipro,2006,220,-542,-1
BV038163770,ger,Het Loo - Ausnahme oder Vorbild,2000,576,-506,2
BV038455451,rus,Sud'ba odnogo chudožestvennogo zamysla Petra I,1970,944,506,-1
BV038196691,ita,La conocchia calabrese,2000,650,-385,-1
BV038564320,eng,Saved for the nation,1973,-404,289,-1
BV036212369,eng,"Music, print and culture in early sixteenth-century Italy",1995,-24,-253,8
BV022961740,ita,Carlo Scarpa e il Giappone,2007,-245,301,-1
BV016407084,ger,Führer durch das Couven-Museum der Stadt Aachen,1971,-220,-662,-1
BV038341927,ita,Storia della Città di Tivoli,1960,404,-1373,-1
BV037755668,ger,Albertis Lehre über die Komposition als die Kunst in der Malerei,1984,-85,-96,9
BV038418411,ger,Die bauliche Erweiterung und Innenrestaurierung der Pfarrkirche St. Stephan in Gmünd,1984,0,421,-1
BV038268523,ita,Apparati berniniani per canonizzazioni,1985,122,-301,-1
BV038357225,eng,A Dosso discovery in Nottingham,1984,-245,-494,-1
BV038476939,fre,Madame de Stael et les Anglais,1967,208,409,-1
BV038144389,ita,Per una documentazione archivistica sugli affreschi di palazzo Trinci a Foligno,1999,-441,-1361,-1
BV038006918,ita,Da Galleria de' quadri a Pinacoteca,2006,159,915,-1
BV038268058,eng,Malvasia as a source for sources,1986,294,349,6
BV038320408,pol,Wystawa Jana van Goyen w Lejdzie i Arnhem VI - IX. 1960,1961,-306,-457,-1
BV038153191,ger,Templum aulicum,2000,-134,457,-1
BV010148529,ger,Das Buch von der Kunst oder Tractat der Malerei des Cennino Cennini da Colle di Valdelsa,1888,24,-301,8
BV038928908,ita,Pietro Della Vedova e la scultura valsesiana dell'Ottocento,2000,245,-494,-1
BV038181131,ita,Annunciazione,1999,380,96,-1
BV038125555,fre,Note complémentaire à l'article,1977,687,-397,-1
BV037983052,ita,Castello di Godego - Treviso - villa Zorzi ora Beltrame,2005,-184,-457,-1
BV038798937,lat,Giulio Bonasone,1983,613,253,-1
BV038027770,ita,Il reliquiario di San Giovanni Battista della chiesa di San Marcuola,1997,-1018,-722,-1
BV019804543,ita,"Historia ed intrahistoria nel pensiero del giovane Unamuno, 1884-1896",[1982],662,-108,-1
BV040424041,ita,L'archivio storico della Reale Arciconfraternita di Sant'Antonio di Padova in San Lorenzo Maggiore,2012,601,747,1
BV041541042,ita,The> crypt reappraised,2013,-441,-421,-1
BV039633924,ita,Canova e l'Europa,2011,269,277,6
BV038573773,fre,Quelques ivoires d'origine supposée gauloise,1954,134,-120,8
BV046672556,ita,Francesco da Sangallo e l'identità dell'architettura toscana,[2020],-233,385,-1
BV038348639,eng,The Roman Imperial Funeral Pyre,1968,0,-301,8
BV038214096,eng,Michelangelo's dream,2003,-220,-204,-1
BV040438167,ger,Original kopiert!,2012,-466,903,0
BV040905309,ita,Ella sogna dittici,2012,-24,-277,8
BV038424495,rus,Neizvestnaja postrojka Ju. M. Fel'tena v Kalininskoj oblasti,1972,932,108,-1
BV038184468,ita,I resti del tesoro rubato,1998,-184,-361,8
BV037777678,ita,Musei Capitolini,1925,932,614,-1
BV038466576,eng,Benedetto Varchi's due Lezzioni,[1978],-49,-228,-1
BV038676269,ger,Kategorisierung,2005,36,144,-1
BV038196425,ita,Un ex-voto alle Ninfe ossia un ninfeo severiano di Pozzuoli,2002,392,349,-1
BV038602886,fre,Problème de la régénération de la zone historique de Prague,1967,552,939,-1
BV043565881,ita,Indagini preliminari nell'ager praetutianus,2015,0,301,-1
BV044247329,ger,Chinesische Export-Tapeten bezeugen prunkvolles Hofleben unter Maria Theresia,[2017],-245,373,-1
BV037664713,fre,Question de style,2008,147,-12,-1
BV043995860,ita,Change me,2016,269,494,-1
BV038305845,fre,L' influence de Léonard est bien vivante,1973,-85,216,-1
BV041224149,eng,Los Dos Mundos,1995,711,253,-1
BV038490639,eng,The Colonna altarpiece in the Metropolitan Museum and problems of the early style of Raphael,1977,-184,433,-1
BV038429197,ger,"Davos, die Sonnenstadt im Hochgebirge wider den hermetischen Zauber",1986,-306,-481,-1
BV002104262,ger,Die Kunstdenkmäler des Kantons Schwyz,1989,-49,-12,9
BV037697117,ita,Toni Fabris,1981,-552,-289,-1
BV038664024,ita,Il giardino Quirinale ai primi del '600,1919,404,144,-1
BV005416899,ger,Der Triumphbogen in Zagarolo,1992,503,-578,2
BV044620476,ger,Fluchtpunkt,[2017],208,240,-1
BV038031637,eng,The Viennese Secessionsstil and Modern American Design,2007,772,216,-1
BV037948597,eng,History as the main complaint,2004,-723,-1277,-1
BV038593858,bul,Plastikata po obrednite chljabove u bălgarite,1960,355,0,7
BV038313249,eng,A letter from Ernest Ludwig Kirchner (to Mr. Valentin),1953,196,-325,-1
BV043361814,ita,Gli artigiani dell'alabastro tra l'Ottocento ed il Novecento,2015,282,-457,-1
BV023193838,eng,Conceptual odysseys,2007,-196,879,0
BV038443173,fre,Le testament de Louis XVI et la propagande royaliste par l'image pendant la Révolution et l'Empire,1979,36,-747,-1
BV038817560,ita,La pittura in Italia,1992,-171,-421,-1
BV038392211,ger,St. Hildegards Verehrung im Bistum Mainz,1979,171,325,-1
BV040504629,ita,Omnia in figura,2012,24,-204,8
BV013171763,eng,Introduction to object ID,1999,-36,-48,9
BV019933999,ita,I rioni di Roma...,1889,576,-554,2
BV037928806,fre,Qal'at Sem'an,1995,36,-506,-1
BV037957071,ita,L' uccelliera di Palazzo del Principe Doria a Fassolo in Genova,2004,564,927,-1
BV038066973,ita,Il forte di Bard,1994,-171,180,-1
BV038830302,ger,Peter Janssen als Historienmaler,1979,-233,-433,-1
BV038499046,eng,Albrecht Dürer's St. Jerome in his study,1971,453,96,7
BV037970509,ita,Alcuni pensieri di Tullio Lombardo,2004,576,819,1
BV037650658,fre,Marseille,2005,49,397,-1
BV038029015,ita,Wainer Vaccari,2007,441,277,-1
BV038873076,ita,La commodità delle stampe,2006,453,-650,2
BV038654051,ger,Gespräch mit Asger Jorn,1964,-306,481,-1
BV047341255,eng,On moving relics and monastic reform,2021,-355,-1180,-1
BV038632459,fre,Les portails latéraux de la cathédrale de Bourges,1957,-220,349,-1
BV005664375,ger,Altdeutsche Zeichnungen,1947,-196,12,-1
BV043654799,eng,Gothic to Goth,[2016],-196,-494,-1
BV047186832,ita,"Il cardinale Gottifredo di Alatri, la sua famiglia, il suo stemma ed il suo palazzo",1952,858,-12,3
BV038409318,ita,Il decalogo delle virtù dell'architetto da Alberti a Palladio,1983,-208,-72,-1
BV037958579,ita,Francesco Colonna lettore e interprete di Leon Battista Alberti,2004,331,698,-1
BV038353450,eng,"Gautier, Turner and John Martin",1973,674,-120,-1
BV038186670,ger,St. Cosmas und Damian in Flutsch,2001,-343,903,0
BV038004713,ita,Il ritorno del fratello di Pietro,2006,233,674,5
BV037565743,eng,Pietro Bracci and eighteenth-century Rome,2001,-122,-156,-1
BV038632216,ita,Schede di restauro,1952,674,-313,-1
BV038957218,ita,La scultura lignea di Giovanni Pisano,1971,785,301,-1
BV039579951,ita,Il Santuario di Maria Santissima Assunta in Rasina,2011,515,445,-1
BV038062927,ita,L' Ambrosiana rinnovata,1968,-1128,710,-1
BV047147668,ita,Fondazione ed organizzazione del Museo di Roma,1929,245,-253,-1
BV039939993,ger,Kunst fälschen - ein Kavaliersdelikt?,2012,-184,-72,9
BV038253735,ita,Da Piazza Grande a Rua Frati,1988,417,-469,-1
BV041137659,ita,Il laboratorio di progettazione del master in restauro architettonico,2013,478,481,-1
BV038467955,ger,Fayencen von Kordenbusch im Museum für Kunsthandwerk,1965,171,445,-1
BV038192497,ger,Die Antikensammlung des D. Luis de Avila y Zúñiga,2002,-527,-168,-1
BV038089404,ita,La dispersa raccolta di quadri del Casanate,1971,269,686,5
BV038132356,ger,"Die Verehrung der heiligen drei Jungfrauen Aubet, Cubet und Guerre in Meransen",1995,613,-469,-1
BV001993086,eng,Raphael,1987,-49,445,-1
BV038122949,ita,Dalle armi alla moneta,2010,-331,-337,-1
BV038041503,eng,"Craft as union, craft as demarcation",2008,-355,-240,-1
BV036062371,ita,Multas per gentes,2009,220,710,5
BV038388209,ita,Luigi Galli,[1927?],147,108,-1
BV037942259,ger,Jeanne d'Arc,2004,478,24,7
BV037773722,fre,La montagne et ses images du peintre d'Akrésilas à Thomas Cole,1991,269,-84,-1
BV038669724,eng,A comparison of byzantine planning at Constantinople and in Greece,1936,-61,457,-1
BV038524167,eng,The destroyed church of S. Maria Maddalena al Quirinale in Rome,1984,-282,-385,-1
BV038360623,ita,Gli affreschi di Antoniazzo nella chiesa della consolazione in Roma,1949,220,-277,-1
BV037709930,ita,Anselmo Gianfanti,2006,441,228,-1
BV037703642,ita,Carlo Perindani,1999,834,-301,-1
BV037574836,ger,Die geschichtliche Bedeutung der Kunst und die Bestimmung der Künste,2005,269,204,-1
BV038116336,ita,Il Marangone,2004,613,1361,-1
BV038145873,eng,"The spaces of cultural representation, circa 1887 and 1969",1999,-404,-24,-1
BV038131072,ita,Per la storia della chiesa di San Domenico in Ravenna,1998,-368,253,-1
BV037561887,ita,Scarpe e piedi famosi,2000,73,-349,-1
BV037656820,ger,Karten und Atlanten,2007,-184,-578,-1
BV046237085,ita,"Cornici, margini, ritagli",[2019],-269,-60,-1
BV045006778,ita,Fogli devoti,2017,932,12,-1
BV041987936,eng,"[Rezension von:] Bernard Berenson : a life in the picture trade / Rachel Cohen. - New Haven, Conn. [u.a.] : Yale Univ. Press, 2013",2014,331,144,-1
BV038013921,ita,Il monastero basiliano di S. Maria di Pésaca,1961,49,156,-1
BV038673201,eng,Architecture for the AIDS crisis,1993,-61,337,-1
BV037897006,ita,Cosmopolis,1981,294,204,6
BV013969984,ger,Das mittelalterliche Bild als Zeitzeuge,2002,-245,60,-1
BV042786249,ita,La Grande Madre,2015,319,759,-1
BV038012100,eng,The nature of materials,2005,208,-192,-1
BV037946892,ita,Le esequie di Carlo Barberini nella chiesa di Santa Maria in Aracoeli,2004,-417,831,0
BV041479288,eng,Uncommon goods,2013,1030,445,-1
BV037889236,ita,Catalogo dei periodici esistenti in biblioteche di Roma,1985,527,-530,2
BV037974475,ita,Ambienti storici - metodologie e strumenti per la riqualificazione urbana della città storica,2003,269,301,-1
BV038705885,ger,"[Rezension von:] Prange, Peter: Salomon Kleiner und die Kunst des Architekturprospekts. - Augsburg : Wißner, 1997",1999,-147,421,-1
BV038962856,ita,Ristretto delle Grandezze di Roma,1637,539,-686,-1
BV005583737,lat,Tra antico e moderno,1991,319,-156,-1
BV038132097,ita,Per la storia dell'antica cattedrale di Paestum,1997,441,397,-1
BV037977059,ger,"Über Faltbücher, vornehmlich Almanache",1994,-24,421,-1
BV038922546,ita,Pesaro,1996,564,-204,-1
BV038897550,ger,Spätantike und frühbyzantinische Silbergefässe aus der Staatlichen Ermitage Leningrad,1978,319,1241,-1
BV038610114,ger,Die figürlichen Initialen einer Horaz-Handschrift in Bern und die mittelalterliche Tradition des Figuren-Alphabets des Kallias,1967,36,24,-1
BV011086861,ger,Ferdinand Gregorovius als Mitarbeiter der Augsburger Allgemeinen Zeitung,1994,674,481,-1
BV038624434,hrv,Romanička crkva Mqjke Božje od Zdravlja u Krku (Bivša opatijska crkva sv. Mihovila),[ca.1974],576,-120,-1
BV038952938,ita,"Pellegrinaggi, pellegrini e santuari sul Gargano",1999,-650,-409,-1
BV043750526,ita,Tra gli intellettuali medievali,[2008],-282,-506,-1
BV013284909,eng,Journal of biogeography,1974-,159,361,-1
BV038299205,ita,Nuovi documenti e contesti per l'ultimo Carpaccio,1986,527,120,7
BV043789118,eng,Renaissance art in Venice,2016,110,771,-1
BV048524948,eng,The dead body of King Robert of Anjou (1343),2021,343,84,-1
BV038210126,fre,Le livre français d'architecture dans les bibliothèques publiques et privées en Allemagne et en Autriche-Hongrie au XIXe siècle,2002,-184,0,9
BV038044867,eng,New excavations of the crypt church at San Vincenzo al Volturno in 1994,1996,-12,-361,-1
BV004707114,ita,Pittura e storia,1990,-61,-385,-1
BV042111451,ita,Genealogia dell'immagine cristiana,2014,-134,-216,-1
BV038504126,rus,Novaja rabota A. F. Pachomova,1947,220,518,5
BV037941291,ita,La Maestà di Duccio,2004,-368,831,0
BV038067216,ita,Le Corbusier - the art of architecture,2008,-73,156,-1
BV038449481,fre,Le Musée National de Varsovie 1939 - 1954,1957,576,891,1
BV038421373,dut,Modeltekenaars in zakformaat,1987,552,626,-1
BV038964705,ger,Lebenserinnerungen eines deutschen Malers,1886,429,-457,-1
BV038460882,eng,Rubens's last mythological paintings for Philip IV,[1978?],-441,686,0
BV038004712,eng,Giannantonio Campano's poetry for pope Pius II Piccolomini,2006,-134,144,9
BV038120568,ger,Das Zigeunerbild in der altdeutschen Kunst,2011,-208,-48,-1
BV038548370,ger,Die Zeit des Wiederaufbaues nach dem Kriege,1978,539,-180,-1
BV038597898,ita,Le armi medicee negli inventari del Cinquecento,1980,85,-337,-1
BV038317613,ger,"Notiz über Ausstellungen des Bildes - ehem. Galerie Arenberg, Brüssel, jetzt amerikanischer Privatbesitz - im Metropolitan Museum, New York",1955,527,-433,-1
BV038581834,ger,"Vita brevis, ars brevis",1973,220,783,5
BV038556534,ger,"Jubiläumsversammlung und Hundertjahrfeier in Zofingen, 19./20. April 1980",1980,-134,867,-1
BV038496774,eng,Do clothes make the man?,1947,-331,-265,-1
BV038514063,fre,Le tombeau de Mazarin,1964,147,518,-1
BV037686620,ita,Strumenti musicali,2009,429,72,7
BV045169917,ita,Marmora romana,giugno 2018,576,144,-1
BV019311918,ger,Denkmaltopographie Bundesrepublik Deutschland,2004,269,156,-1
BV038667491,fre,"Boulogne-Sur-Mer, Hommage à Auguste Mariette",1971,380,-506,-1
BV037562945,eng,Peter Paul Rubens,2000,-687,277,-1
BV038169356,hun,Ereklyekultusz,2000,220,590,5
BV037955759,fre,"La marqueterie de pierre dure, de paille, de bois",2004,134,-48,-1
BV004211721,ger,Fritz Lang,1990,-490,301,-1
BV037942334,ita,Profilo di Giovanni Demio,1967,-478,819,0
BV038359723,fre,L' importance du représentant départemental des Monuments historiques,1960,368,12,7
BV038573540,ger,Die Wiederherstellung der Schatzkammer des Aachener Domes 1958,[1959?],809,-204,-1
BV038458154,fre,Brâncuşi à Tirgu Jiu,1975,503,626,-1
BV038549665,fre,"Lesimpressionistes, peintres du bonheur - mais de quel bonheur?",1974,12,24,-1
BV038476751,spa,Vazquez Díaz,1962,-343,-397,-1
BV038339673,ger,Der Maler und Zeichner Rudolf Spohn,1967,257,457,-1
BV038114303,spa,"Paul Bril, Wenzel Cobergher, Jacob Fraenkert I, Willem I van Nieulandt y los ermitaños de Pedro de Toledo, V marqués de Villafranca",2009,822,72,-1
BV037968653,ger,Das Geburtsdatum des Giovanni Bologna,1932,233,385,5
BV038153174,ger,Paris von oben,2000,748,-337,-1
BV038881703,eng,Images of Rome,2001,319,-36,7
BV037785809,ger,Park und Garten in der Malerei,1957,576,-24,-1
BV037918734,ita,Sculture di Giuseppe Romanelli,2003,772,192,-1
BV044914455,ita,Il restauro del Ponte di Rialto a Venezia,[2017],-49,325,9
BV037924353,fre,Échanges artistqiues entre le Roussillon et Rome aux XVIIe et XVIIIe siècles,2003,613,807,1
BV047728613,ger,Das Programm der grossherzoglichen Lehr-Ateliers für angewandte Kunst zu Darmstadt,1906,245,180,-1
BV038613631,ger,Nürnberger Kleidung im Jahr 1773,1983,147,-60,-1
BV038224024,ita,Supreme tele di Afro esposte al Castello di Volpaia in Chianti dal 3 novembre al 3 dicembre 1984,1984,-343,-349,-1
BV038456768,eng,The date of the Narthex Mosaics of the Church of the Dormition at Nicaea,1959,564,253,-1
BV039777597,spa,El plan director de restauración del Castillo de la Mota,2000,-269,-12,-1
BV046305812,eng,Landscape urbanism and green infrastructure,[2019],-319,445,-1
BV041555506,eng,Heaven & earth,2013,-1042,-289,-1
BV038116219,ita,Attività delle soprintendenze,1968,-539,614,-1
BV038929524,eng,Shaping the modern,2001,846,-24,3
BV038294999,ita,Andrea Appiani medaglista,1987,49,253,-1
BV037653973,ita,L' arte di fine secolo,1991,-269,-228,-1
BV038333046,dut,De Hollandertijd in Noorwegen,1951,846,48,3
BV042172123,eng,Forms and limits of utilitarianism,1965,601,-72,-1
BV047714779,ger,Geschichte der Gesellschaft für vervielfältigende Kunst 1871 - 1895,1895,711,469,-1
BV038923022,ita,La biblioteca del Seminario Barbarigo di Montefiascone,1999,122,927,-1
BV037959371,ita,La chiesa di S. Maria del Mastro e la congregazione di S. Maria di Pigliano,2004,-404,771,0
BV038084472,ita,Giuliano e Antonio il Vecchio da Sangallo,2008,-355,-289,-1
BV047214085,ger,Kompetenzanerkennung und Validierungspraxis in der Erwachsenen- und Weiterbildung,2021,-171,-156,-1
BV042610223,ita,Contro il cosiddetto futurismo,2015,-159,578,-1
BV046923406,ger,"Caravaggio, Berni und die Poetik des Bildwitzes",03 Aug 2020,282,265,6
BV038004561,ita,"Modello antico, copia romanica e replica tardorinascimentale",2006,-147,228,-1
BV038211286,ita,L' area di S. Ambrogio a Milano tra tarda antichità e altomedioevo,2002,294,783,5
BV047758840,ger,"Ausgrabungen im römischen Limeskastell Unterböbingen, Ostalbkreis",1974,257,313,6
BV037920526,cze,Skupina pozdně renesančních štukatur na Moravě,2003,-527,-337,-1
BV037959375,pol,Portrety wiązane z Janem Chrzcicielem Lampin Starszym w zbiorach wawelskich,2004,245,614,5
BV000834002,eng,Greek vase painting,1987,257,-481,-1
BV019586820,ita,Repertorio della cornice europea,2003,-196,-253,-1
BV037968573,ita,Dipingere la storia,2005,-36,-385,-1
BV037670279,ita,I fuochi dell'arte e le sue reliquie,2008,699,-48,3
BV038107777,ger,Ein Pfeiler des 12. Jahrhunderts im liturgischen Kontext der Taufe,1998,723,-24,3
BV041629248,ita,Immagini del Medioevo,2013,331,771,-1
BV043486074,ger,Der domitianische Baukomplex von S. Maria Antiqua in Rom,2012,625,265,-1
BV038340973,ger,Das irrationale Spätwerk Paul Trogers,[1967?],613,36,3
BV043678360,ger,Kalligraphien der Sammlung Friedrich Sarre,[2015],490,494,-1
BV038564929,cze,Opavská architektura let 1850 - 1950,1986,-73,301,-1
BV037560934,ita,Athanasius Kircher,2001,257,843,-1
BV047602276,ita,Forma Urbis Romae,2021,269,132,-1
