,id,lang,title,year,embedding_x,embedding_y,cluster
5298,BV001248650,ger,Studien zur Geschichte der Rhetorik und zum Begriff des Menschen in der Renaissance,1981,102,41,94
5300,BV001248771,eng,Constantine,1981,102,147,-1
5301,BV001248784,ger,Paolo Veronese,1981,-408,41,16
5303,BV001248809,ger,Donatello,1980,68,192,41
5304,BV001248864,lat,"Bibliographia indicum, lexicorum et concordantiarum auctorum Latinorum",1980,442,71,37
5305,BV001248886,ger,Bibliographia Euclideana,1981,246,-222,135
5306,BV001248938,ger,Rudolf Belling und die Kunstströmungen in Berlin 1918 - 1923,1981,89,211,41
5307,BV001248940,ger,Studien zur Architektur der Renaissance,1981,246,464,0
5310,BV001248981,eng,Towards a history of archaeology,1981,-29,400,12
5311,BV001249039,ger,Der Adel in der Verfassung des Ancien Régime,1981,289,-230,157
5312,BV001249088,ita,I monumenti antichi in Italia nei disegni degli Uffizi,1981,383,222,-1
5313,BV001249193,ger,Arkadien,1981,-319,272,29
5314,BV001249237,ger,Etrurien,1981,-306,336,-1
5315,BV001249416,ger,Englische Buchmalerei der Gotik,1980,-161,41,84
5316,BV001249534,ger,"Kunstpsychologie, Kunst und Psychoanalyse, Kunstwissenschaft",1981,-323,306,31
5317,BV001249550,eng,An introduction to the woodcut of the seventeenth century,1977,-123,-460,-1
5318,BV001249727,ger,Kalender und Chronologie,1981,319,-287,167
5319,BV001249957,ger,Die Rüdiger-Schopf-Handschriften,1981,-161,49,84
5320,BV001250053,ger,Friedrich Pecht,1982,-200,-476,-1
5321,BV001250380,ita,Inventario dei registri Vaticani,1981,123,-166,-1
5322,BV001250418,ger,Biblia pauperum,1925,174,-332,105
5323,BV001250743,ger,Kirchenreform und Hochmittelalter,1984,-149,-453,49
5324,BV001250893,ger,Grieshaber: ein Lebenswerk,1984,413,-204,-1
5325,BV001250919,eng,Selected essays on books and printing,1970,55,340,43
5326,BV001251136,ger,Die Musik des 17. Jahrhunderts,[1981],-140,-113,-1
5327,BV001251147,ger,Carpaccio,1981,-25,-328,67
5328,BV001251156,ita,La scultura del Novecento,1981,229,192,23
5329,BV001251157,ita,L' architettura del Novecento,1981,238,449,0
5330,BV001251192,ger,Knaurs Kulturführer in Farbe Spanien,1981,-89,52,87
5331,BV001251403,fre,Commentaire sur le Cantique des cantiques,1984,344,-30,-1
5333,BV001251487,ger,Bildhandbuch der Kunstsammlungen in der DDR,1985,-123,-408,-1
5335,BV001252142,ger,Einhundert Jahre Athener Institut,1986,391,-268,188
5336,BV001252214,ger,Catalepton,1985,-85,-94,-1
5337,BV001252744,ger,Die Apokalypse des Hl. Johannes in der altspanischen und altchristlichen Bibel-Illustration,1988,-127,-3,-1
5338,BV001252849,ger,Bibliotheca mechanico-technologica,1970,-259,249,-1
5339,BV001253521,ita,Dizionario della Divina Commedia,1954,-246,-298,-1
5340,BV001254112,ger,Die Kunst der Betrachtung,1984,-361,287,27
5341,BV001254485,ger,Zur Ikonologie der deutschen Museumsarchitektur zu Beginn des Zweiten Kaiserreiches,1983,-178,-419,48
5344,BV001256516,ger,Giovanni Bellini oder Antonello da Messina?,1981,68,-487,-1
5345,BV001257600,ger,Pierre Contant d'Ivry,1981,-289,-71,-1
5346,BV001258231,ger,Gallia praeromanica,1982,34,328,-1
5347,BV001259677,dut,Wilhelm Pinder en de Duitse kunstgeschiedenis,1985,85,-343,-1
5348,BV001259833,ger,Der Dalberger Hof in Mainz und sein Architekt Caspar Herwartel 1675 - 1720,1986,259,-128,139
5349,BV001261775,ger,Studien zum Appartamento Borgia im Vatikan,1981,114,483,4
5352,BV001263263,ger,Mausoleen des 17. - 19. Jahrhunderts,1983,246,-260,127
5353,BV001264456,ger,Klassiker der Kunstsoziologie,1979,-242,309,13
5354,BV001264502,ger,Geschichte der Etrusker,1979,-21,60,-1
5355,BV001264520,ita,In Africa e a Roma,1981,349,-321,134
5356,BV001264573,ger,Wörterbuch der Symbolik,1979,361,68,57
5357,BV001264838,ger,Deutsche Kunst der 20er und 30er Jahre,1979,93,-336,-1
5358,BV001264867,ger,Theodosius der Große und seine Zeit,1980,0,79,-1
5359,BV001265021,ger,Humanismus und Naturwissenschaften,1980,-217,204,11
5360,BV001265244,ger,Die bulgarische Malerei,1969,-400,18,-1
5361,BV001265335,eng,Who's who in Italy,1980,493,351,-1
5362,BV001265381,ger,Simon-Petrus,1980,140,-136,-1
5364,BV001265400,ger,Wittelsbach und Bayern,1980,-361,249,22
5365,BV001265403,ger,Wittelsbach und Bayern,1980,225,-264,-1
5366,BV001266024,ger,Geschichte der Kunst des Altertums,1934,-255,275,-1
5367,BV001266381,eng,The Latin church in the crusader states,1980,-208,287,-1
5368,BV001266636,ger,Niedergang,1980,276,-113,169
5369,BV001266920,ger,Die Ausgrabungen im Dom zu Köln,1980,170,-117,114
5370,BV001266925,ger,Der russische Staat in Mittelalter und früher Neuzeit,1981,434,238,-1
5371,BV001266933,ger,Churrätien im Frühmittelalter,1980,400,-109,-1
5372,BV001267047,ger,Torhalle auf Frauenchiemsee,1981,-183,-483,-1
5373,BV001267135,ger,Nürnberg und Lübeck im 19. Jahrhundert,1981,285,-324,-1
5374,BV001267186,ger,Lexikon der Päpste,1956,131,476,4
5375,BV001267377,fre,Les sources astronomiques,1981,127,-230,106
5376,BV001267383,fre,Les sceaux,1981,378,-264,143
5377,BV001267508,eng,The younger Goethe and the visual arts,1981,-366,245,-1
5378,BV001267766,ger,Vom Wort zum Bild,1981,200,-105,122
5379,BV001267871,ger,Signa loquendi,1981,161,-290,107
5380,BV001268219,ger,Motte und Donjon,1981,276,-158,-1
5381,BV001268289,ger,Papsttum und Konzile von den Anfängen bis zu Leo I.,1981,289,71,-1
5382,BV001268808,ger,Das Bild und sein Publikum im Mittelalter,1981,-89,98,86
5383,BV001269129,ger,Einkommensumverteilungen in der gesetzlichen Krankenversicherung,1981,272,-313,-1
5384,BV001269636,ger,Die Carta Marina des Olaus Magnus von 1539,1981,46,-400,36
5385,BV001269667,ger,Die Burgen Tirols,1981,-93,-132,73
5386,BV001269669,ger,Das Papsttum im Mittelalter,1981,127,472,4
5387,BV001269828,eng,Boethius,1981,357,-290,187
5388,BV001270242,ita,Liguria,1981,-21,400,12
5389,BV001270276,eng,The abbot Trithemius,1981,272,-162,-1
5390,BV001270322,ita,Il Santuario di S. Michele sul Gargano dal VI al IX secolo,1980,200,-90,-1
5391,BV001271254,fre,L' exemplum,1982,-42,245,-1
5392,BV001271553,ita,Storia degli Etruschi,1981,76,-162,-1
5393,BV001271798,ger,"Die Kunstdenkmäler des Amtsbezirks Karlsruhe Land, Kreis Karlsruhe",1937,-298,253,30
5394,BV001271815,ger,Die Kunstdenkmäler des Amtsbezirks Ettlingen,1936,-353,317,27
5395,BV001271873,ger,Die Dante-Sammlung von Franz Xaver Kraus in der Stadtbibliothek Trier,1982,-242,98,40
5396,BV001271963,ger,Herakles,1982,302,-302,178
5397,BV001272841,ger,Kärnten,1981,-395,249,-1
5398,BV001273723,ger,Peter Anton von Verschaffelt,1982,-178,-404,-1
5399,BV001274510,ger,Die intertemporale Allokation erschöpfbarer Naturressourcen bei fehlenden Zukunftsmärkten und institutionalisierten Marktsubstituten,[1984],208,-158,131
5400,BV001275260,ger,Ökonomische Kriterien für eine Aufgabenverteilung in der Marktwirtschaft,1985,391,-306,-1
5401,BV001276240,fre,Cluny et Cîteaux au douzième siècle,1985,319,-128,191
5402,BV001276386,ger,Zeit-Bilder,1986,400,-253,-1
5403,BV001277546,ger,Augustus,1986,451,64,37
5404,BV001278223,ger,Das mittelalterliche Zahlenkampfspiel,1986,161,-230,124
5405,BV001278464,ger,Sonderregeln für kartographische Materialien,1987,119,-253,-1
5406,BV001278515,ger,Abbildung und Beschreibung der gemein-nützlichen Hauptstände,1987,-149,-408,-1
5407,BV001279581,ger,Hexen in der nordeuropäischen Kunst 1470 - 1750,1988,-357,275,29
5408,BV001280189,ger,Die fränkische Königsabtei Saint-Denis,1988,-281,-102,-1
5409,BV001280449,ger,Mercurius Mediceus,1987,-349,-215,6
5410,BV001280479,ger,Die Gestikulation in Quintilians Rhetorik,1989,298,-313,178
5412,BV001280796,ger,Ein Platon-Bildnis für die Glyptothek,1987,110,-154,-1
5413,BV001280919,ita,Erasmo in Italia,1987,442,313,51
5414,BV001281389,eng,The Abstract Expressionists,1987,42,-79,-1
5415,BV001281397,eng,In style,1987,421,-294,-1
5416,BV001281399,eng,A medieval bestiary,1986,357,-215,-1
5417,BV001281410,eng,Pompeian frescoes in the Metropolitan Museum of Art,1987,212,3,96
5418,BV001281701,ita,Arte e resistenza in Italia,1986,-144,479,2
5420,BV001282809,ita,Paolo Veronese,1988,72,-90,-1
5421,BV001283051,ger,Zur ökonomischen Analyse der Gewerkschaften in der Bundesrepublik Deutschland,1989,-149,-460,47
5422,BV001283278,ger,Zur Darstellung des städtischen Ambiente in der italienischen Malerei von 1450 bis 1500,1987,562,49,5
5423,BV001283774,ger,Schreiben und Lesen in Byzanz,1989,-85,117,86
5424,BV001284280,fre,Calabre et Basilicate romanes,1988,-174,-37,38
5425,BV001284555,ger,Die religionsgeschichtliche Forschung an der Kulturwissenschaftlichen Bibliothek Warburg,1989,281,-124,169
5426,BV001285139,ita,Gli inventari antichi della Biblioteca Guarneriana di San Daniele del Friuli,1986,195,313,-1
5427,BV001285848,ger,Meister Eckhart,1989,204,-177,137
5428,BV001285952,ita,Studi caorlesi,1988,178,283,26
5429,BV001286030,ita,Casa Buonarroti,1987,221,-306,-1
5430,BV001286221,ger,Die Musik des Altertums,[1989],455,75,37
5431,BV001286820,ita,Il Pantheon dei Borboni in Santa Chiara di Napoli,1987,-80,-120,93
5432,BV001287343,ita,Mattonelle islamiche,1985,327,-181,162
5433,BV001287709,ita,Conoscere Palermo,1987,89,-324,-1
5435,BV001287983,ita,Da Tiziano a Tiziano,1988,340,162,24
5436,BV001288163,ita,Arte del Quattrocento a Chieri,1988,-332,321,33
5437,BV001288167,ita,Una cattedrale per il futuro,1988,-187,-268,71
5438,BV001288578,ita,Gli Etruschi di Cerveteri,1986,12,45,90
5439,BV001288700,ger,Barockplastik der Schweiz,1988,93,215,41
5440,BV001288889,ita,L'Abbazia di San Salvatore al Monte Amiata,1988,195,283,26
5441,BV001288894,ita,Divae Agathae,1986,255,-109,169
5442,BV001290887,ita,Ricognizione del corpo del Beato Luca Belludi,1986,383,-222,179
5443,BV001290944,ita,Architettura e musica,1986,-238,-94,-1
5446,BV001291411,eng,Iconclass indexes,1988,187,-238,113
5447,BV001291826,ita,Gino Severini,1988,51,-298,-1
5448,BV001291838,ger,Sirmione,[1987],323,-86,174
5450,BV001292032,ger,Preis- und Mengeneffekte im Gesundheitswesen,[1988],-149,-483,-1
5451,BV001292346,ger,Johann Conrad Bromeis,1988,-242,-98,-1
5457,BV001293607,ita,Il marchese Francesco Riccardi,1985,149,-181,133
5458,BV001294010,eng,Memorie del mare,1987,25,-510,-1
5460,BV001295346,fre,Les livres de chant liturgique,1988,361,-143,-1
5461,BV001295675,ger,Von der Aktionsmalerei zum Aktionismus,1988,178,-11,102
5462,BV001295699,ita,Il segno della devianza,1984,-366,313,-1
5463,BV001296221,fre,G. W. Leibniz: Iter Italicum,1988,298,222,-1
5464,BV001296576,ita,Pellegrino d'arte,1988,-131,491,2
5465,BV001296647,ger,"Aufklärung und Gegenaufklärung in der europäischen Literatur, Philosophie und Politik von der Antike bis zur Gegenwart",1989,-183,-476,46
5466,BV001297061,ita,"Aziende tipografiche, stampatori e librai a Modena dal Quattrocento al Settecento",1988,46,-226,82
5467,BV001297130,ger,Ästhetik und Vernunftkritik,1989,289,-154,161
5468,BV001297202,eng,The Ionic capital in late antique Rome,1988,425,56,37
5469,BV001297236,fre,Le Musée Bonnat à Bayonne,1988,395,-151,176
5470,BV001297245,ita,Il miracolo dipinto,1987,336,-37,-1
5471,BV001297462,ita,"Un inglese fotografo a Roma, Robert Macpherson",1987,-140,-241,-1
5472,BV001297694,ita,Assisi,1987,195,-86,158
5473,BV001297801,ita,La pittura del Settecento in Sicilia,1986,-374,26,-1
5474,BV001297823,ita,Aspetti della tradizione classica nella cultura artistica fra Umanesimo e Rinascimento,1986,-97,506,2
5475,BV001297835,ita,Il libro italiano del Seicento,1985,421,294,54
5476,BV001298095,ger,Konstantinszyklen in Rom,1988,-349,-3,-1
5477,BV001298152,ger,Archiv zur Geschichte der Max-Planck-Gesellschaft,1988,374,-79,-1
5478,BV001298451,ger,Die Grafen von Schönborn,1989,-395,241,21
5479,BV001298518,ita,Le chiese dal Paleocristiano al Gotico,1987,404,294,-1
5480,BV001298559,fre,Carpeaux,1987,38,-392,36
5481,BV001298597,ita,Itinerari della memoria,1987,187,-313,-1
5482,BV001298691,ita,"Semplice, lineare, complesso",1987,161,-253,112
5483,BV001298817,ger,Kath. Pfarrkirche St. Sebastian in Ebersberg,1986,221,-109,165
5484,BV001299819,ita,La pieve di Santo Stefano a Campi,1987,263,-207,-1
5485,BV001299901,eng,The Northern landscape,© 1986,-12,-37,97
5486,BV001300814,ita,Mafai,1986,255,-275,-1
5487,BV001300863,ita,Donna Olimpia Pamfili,1988,378,-181,184
5488,BV001300931,ita,Cobra,1987,-353,340,-1
5489,BV001300934,ita,L' architettura del Settecento,1988,242,460,0
5490,BV001300939,ita,Ceramiche nelle civiche collezioni bresciane,1988,12,60,90
5491,BV001301209,ger,Die Kunstsammlungen des Augustiner-Chorherrenstiftes St. Florian,1988,187,-162,123
5492,BV001301614,ger,Bernwardinische Kunst,1988,-357,268,29
5493,BV001301709,ita,Natura morta contemporanea,1988,485,358,-1
5495,BV001302577,ita,Restauri a Roma,1988,378,241,-1
5496,BV001302579,ita,Una famiglia di architetti e costruttori a Roma,1987,-131,-143,73
5499,BV001302746,eng,European firearms in Swedish castles,1986,72,332,-1
5500,BV001302773,ita,Un museo nel terremoto,1988,68,-396,36
5501,BV001302803,ita,Crisi e conflitto in Leon Battista Alberti,1988,38,37,90
5502,BV001302961,ita,La famiglia Manardi e la ceramica a Bassano nel '600 e '700,1987,387,256,-1
5503,BV001303056,ita,Carpi,1987,-17,-283,67
5504,BV001303074,ita,Lo Spedale Grande di Siena,1987,-251,113,40
5505,BV001303176,ita,L'>architettura del Quattrocento a Milano,1987,-281,-109,-1
5506,BV001303197,ita,I casali di Napoli,1984,-34,-298,67
5507,BV001303387,fre,De Raphael à Corot,1988,-374,34,-1
5508,BV001303394,ita,Il Museo dell'Accademia Ligustica di Belle Arti - la pinacoteca,1988,-417,34,16
5509,BV001303417,ita,Le filande di Sarno,1984,114,-256,-1
5510,BV001304208,und,Dire la verità al principe,1987,-46,-52,-1
5511,BV001304243,ger,Das künstlerische Portrait in der Gesellschaft,1988,310,128,24
5512,BV001304437,ita,San Girolamo della Carità,1987,340,-200,186
5513,BV001305016,ger,Die Erfassung der Nachfragemacht von Handelsunternehmen,1988,-170,-479,45
5514,BV001305110,eng,Informational efficiency in speculative markets,[1989],153,-207,132
5515,BV001306114,ger,Athanasius Kircher und seine Beziehungen zum gelehrten Europa seiner Zeit,1988,400,-215,179
5516,BV001306219,ger,Melanchthonpreis,1988,319,-136,191
5517,BV001307178,ger,"Bibliothek, Buch, Geschichte",1977,-178,-479,45
5518,BV001307249,fre,A la recherche de l'art antique,1988,438,332,-1
5519,BV001307340,ita,Fascismo e politica dell'immagine,1988,485,313,60
5520,BV001307489,ita,"Sandro Cherchi, opere",1987,268,-302,175
5521,BV001307542,ita,Castellum Ava,1987,-55,-105,93
5522,BV001307546,ita,Le statue berniniane del Colonnato di San Pietro,1987,-268,-113,65
5523,BV001307713,eng,Vatican splendour,1986,-93,494,2
5524,BV001308093,ita,Edoardo Persico,1987,425,290,54
5525,BV001308095,fre,Cités-cinés,1987,263,162,-1
5526,BV001308106,ita,Le metamorfosi di Mignon,1987,12,158,75
5527,BV001308452,ita,La costruzione dell'utopia,1988,255,457,0
5529,BV001308611,ita,Le cattedrali di Brescia,1987,170,-109,114
5530,BV001308689,ger,"Päpstliche Basilika, Osterhofen",1988,229,-170,138
5531,BV001309543,ita,La città del vescovo dai Carolingi al Barbarossa,1988,447,196,-1
5532,BV001309545,fre,L' art du siège au XVIIIe siècle en France,1987,46,347,43
5533,BV001309613,fre,Voyage en Italie,1987,493,313,-1
5534,BV001310104,fre,Le souvenir des évêques,1988,161,-94,-1
5535,BV001310134,eng,Studies in the iconography of the virtues and vices in the Middle Ages,1988,383,-139,176
5536,BV001310231,fre,"Paris, Mobilier national",1988,38,317,-1
5537,BV001310317,ita,Umbria vera,1986,-263,-170,-1
5538,BV001310730,rus,Caricyno,1988,272,-207,-1
5539,BV001310850,ger,Guido Reni und Europa,1988,-566,75,1
5540,BV001310887,ita,Tra le abbazie del Lazio,1987,-17,-139,-1
5541,BV001310896,ita,Ambrogio e la cruciforme Romana Basilica degli apostoli nei milleseicento anni della sua storia,1986,149,-241,124
5542,BV001311053,ita,"Penso alla pittura, solo scopo della vita mia",1987,238,-170,130
5543,BV001311423,ita,Ermetismo del Rinascimento,1988,357,-177,181
5544,BV001311474,ger,50 Jahre Forschungsförderung in Deutschland,1970,-191,-468,46
5546,BV001312102,eng,The discovery of painting,1988,-387,0,19
5547,BV001312131,ita,Il costume e l'immagine pittorica nel Seicento umbro,1984,29,52,90
5548,BV001312198,eng,Byzantium and Venice,1988,208,279,-1
5549,BV001312234,eng,Renaissance artists & antique sculpture,1987,-140,483,2
5550,BV001312459,ita,Firenze e il Classicismo,1988,-268,-143,-1
5552,BV001312992,ger,Dame Venus,1989,42,328,-1
5553,BV001313029,ger,Der Heilige der Toskana,1989,174,-241,116
5554,BV001313133,eng,Heaven,1988,102,-313,-1
5555,BV001313263,ita,La vita di Solone,1986,404,-234,-1
5556,BV001313382,ita,Umberto Mastroianni,1988,212,-238,-1
5557,BV001314077,ger,Ideal und Idyll,1988,-166,-460,47
5559,BV001314884,ita,La Galleria Estense di Modena,1987,293,-317,159
5560,BV001314888,ita,Geometrie dionisiache,1988,-140,506,2
5561,BV001314915,eng,A tour of Italian gardens,1988,408,313,-1
5562,BV001315047,ita,Aquileia e le Venezie nell'alto Medioevo,1988,-102,-404,-1
5563,BV001315511,ita,Dal piccolo al grande restauro,1988,-119,-139,73
5564,BV001315557,ita,Il mistero di una cattedrale,1986,191,287,26
5565,BV001316160,ita,"Jano Barbagallo, pittore fra la Sicilia e l'Europa",1985,340,275,-1
5566,BV001316446,ger,Der Dom zu Bozen,1988,85,-306,-1
5567,BV001317397,ita,Codici miniati camaldolesi nella Biblioteca Comunale Rilliana di Poppi e nella Biblioteca della Città di Arezzo,1986,68,-86,-1
5568,BV001317408,ita,Gli affreschi della Scoletta del Carmine,1988,68,102,76
5569,BV001317575,fre,Les voyageurs étrangers et le Val d'Aoste,1983,306,-79,-1
5570,BV001318164,ita,Il convento di S. Maria del Paradiso a Tocco da Casauria,1986,106,-324,-1
5571,BV001318189,ita,Giuseppe Abbati,1987,259,-226,151
5572,BV001318194,ita,"Cannaregio, un sestiere di Venezia",1987,-268,-83,65
5573,BV001318263,ita,Il castello di Terzo,1988,-102,-117,-1
5574,BV001318713,ita,La Colonna Traiana,1988,315,-200,162
5575,BV001318922,ita,Daniele Calabi,1988,-242,-120,-1
5576,BV001319350,ger,Der Text des Bildes,1989,191,-272,147
5577,BV001319606,ger,Meisterzeichnungen aus New York,1988,191,151,-1
5578,BV001319617,ita,Palazzo Altemps,1987,-63,68,-1
5579,BV001319964,eng,The origins of the Platonic Academy of Florence,1988,-366,-207,6
5582,BV001321156,ita,Palazzo Pisani Moretta,1983,-72,-113,93
5583,BV001321518,fre,Emaux méridionaux,1987,-131,-120,73
5585,BV001322062,ita,Le figure del tempo,1987,-395,7,19
5586,BV001322104,eng,"La letteratura, la rappresentazione, la musica al tempo e nei luoghi di Giorgione",1987,-29,30,91
5587,BV001322172,ita,Ancona,1987,119,-336,-1
5588,BV001322268,ita,Roma nella vita e nell'opera di scrittori tedeschi contemporanei,1985,-149,-241,-1
5590,BV001322702,eng,Florentine new towns,1988,221,71,-1
5591,BV001322731,ita,Il mestiere di scrivere,1988,59,-494,15
5592,BV001322843,ita,Gli animali di Jacopo Bassano,1983,238,-132,139
5593,BV001322883,ger,Kunst und Kochkunst,1982,315,-185,162
5594,BV001323011,ger,Rom vor hundert Jahren,1985,-183,-264,71
5595,BV001323942,ita,La cattedrale di Bisceglie,1987,-430,-287,7
5596,BV001324208,ger,Sottsass Associati,1988,174,-83,158
5597,BV001324511,ita,Bibliografia del futurismo,1988,383,321,-1
5598,BV001324878,ger,Gesammelte Aufsätze zur Wissenschaftslehre,1988,374,-147,176
5599,BV001325151,ita,Giovanni Battista Belzoni,1984,370,-143,-1
5601,BV001325857,ger,Handbuch der Byzantinistik,1989,-114,105,86
5605,BV001326240,ger,Architektur und Interpretation,1989,174,-256,115
5606,BV001326254,ger,Bucheinbände,1988,204,-64,158
5607,BV001326413,ger,Die Wiegendrucke des Kestner-Museums,1963,-38,-90,-1
5608,BV001327058,ger,Die Theater Friedrich Weinbrenners,1988,174,-309,105
5609,BV001327557,eng,John Hamilton Mortimer,1988,144,-94,-1
5610,BV001327866,ita,Il segreto di Federico II,1988,225,90,-1
5611,BV001327947,ger,Liber viventium Fabariensis,1989,246,-298,-1
5612,BV001328101,ita,Donatello e il restauro della Giuditta,1988,332,222,-1
5613,BV001328236,ger,Bibliothek in vier Jahrhunderten,1988,212,283,25
5614,BV001328280,ita,Roma tra leggenda e storia,1988,-46,-166,85
5615,BV001328481,ita,La Puglia nella letteratura di viaggio tedesca,1987,-183,-15,-1
5616,BV001328548,ita,Il Catasto di S. Stefano di Viterbo,1988,85,260,-1
5617,BV001328559,und,Statuta civitatis Ferentini,1988,430,234,-1
5618,BV001328638,ger,Emilia-Romagna,1989,8,-177,82
5619,BV001328657,ger,Die geistlichen Grundlagen der Ikone,1989,-80,60,87
5620,BV001328689,ita,La fine del mondo antico,©1988,-106,-68,92
5622,BV001329165,eng,Wall painting in the Latin kingdom of Jerusalem,1988,395,-234,180
5623,BV001329187,ita,Vetri nelle civiche collezioni bresciane,1987,489,340,-1
5624,BV001329292,ita,Le diocesi delle Marche in età Sistina,1988,144,487,4
5625,BV001329409,ger,Grundlagen für die bibliothekarische Regionalplanung,1966,-161,-442,49
5626,BV001329548,ita,Storia dell'architettura italiana,1986,263,472,0
5627,BV001329584,ger,Die koptischen Textilien im Museo Missionario Etnologico der vatikanischen Museen,1988,-183,-249,71
5628,BV001329742,ita,L'arte in gioco,1988,-327,279,29
5629,BV001330093,ita,Le stampe del Risorgimento del museo di Villafranca,1986,187,-86,158
5630,BV001330525,ita,I pittori della Brancacci agli Uffizi,1988,545,26,5
5631,BV001330886,ita,Bari capitale a teatro,1987,344,-279,193
5632,BV001330949,eng,Art and history,1988,-306,298,31
5633,BV001331029,ger,Der Ursprung des Museums,1988,85,3,95
5634,BV001331252,ita,La Chiesa del Carmine di Trani,1986,400,-207,-1
5635,BV001331438,ita,Cultura e società nel Settecento lorenese,1988,276,-151,161
5636,BV001331468,ita,Cultura ebraica in Emilia-Romagna,1987,-29,22,91
5637,BV001331481,ita,La cittadella come città,1988,-144,147,28
5638,BV001331710,ita,Storia del restauro e della conservazione delle opere d'arte,1988,400,260,-1
5639,BV001331775,ger,Historizität und Autonomie,1988,25,374,-1
5640,BV001332192,ita,Donna e Rinascimento,1987,387,302,-1
5641,BV001332507,eng,Calligram,1988,-131,294,10
5642,BV001332915,eng,The English tournament imprese,1988,21,98,-1
5643,BV001332992,eng,Catalogue raisonné of the works of Samuel Palmer,1988,59,268,-1
5644,BV001333319,ita,La pittura parietale romana come fonte di conoscenza per la scultura antica,1988,434,56,37
5645,BV001333376,ita,Cro-mantica,1988,-136,502,2
5647,BV001333920,ita,La diffusione delle scienze islamiche nel Medio Evo europeo,1987,-97,264,-1
5648,BV001334300,ger,Mittelalterliche Visionsliteratur,1989,378,-309,-1
5649,BV001334371,lat,Summa de arte praedicandi,1988,102,-71,-1
5650,BV001334828,ger,Genial company,[1987],-391,-3,19
5651,BV001334979,ita,Arti e manifatture nella Marca nei secoli XIII - XVI,1988,97,-128,104
5652,BV001334982,ita,Visitiamo Roma mille anni fa,1988,-114,-151,73
5653,BV001334988,ger,Barock in Böhmen,1964,-298,283,31
5654,BV001335154,ger,Fotografische Sammlungen mittelalterlicher Urkunden in Europa,1989,-76,222,79
5655,BV001335304,ger,Denkmaltopographie Bundesrepublik Deutschland,1988,238,-49,-1
5656,BV001335306,ger,Denkmaltopographie Bundesrepublik Deutschland,1987,430,438,20
5657,BV001335307,ger,Denkmaltopographie Bundesrepublik Deutschland,1987,-293,-317,9
5658,BV001335772,ita,La Madonna del Pilone,1987,-349,238,-1
5659,BV001335804,ger,Denkmäler im 19. Jahrhundert,1972,-140,-476,-1
5660,BV001335811,ger,Die Langobarden,1988,119,-268,111
5661,BV001335864,fre,Les auctoritates Aristotelis,1974,38,120,76
5662,BV001335918,fre,Commentaire sur l'Evangile de Jean,1972,-566,37,1
5663,BV001335934,ger,Medieval and humanist Greek,1977,255,-132,139
5664,BV001336090,ita,Il teatro della città,1988,170,275,-1
5665,BV001336624,ita,"Pietre, parole, storia",1988,51,-502,15
5666,BV001336673,ita,Xanto e il Duca di Urbino,1987,-127,502,2
5667,BV001336841,ita,Due tavole leonardesche,1987,545,-71,3
5668,BV001336852,eng,A conceptual commentary on midrash Leviticus Rabbah,1987,170,-102,114
5669,BV001336874,ita,La pittura metafisica,1988,387,-151,176
5670,BV001336901,ita,Ritratto di Michelangelo architetto,1985,55,45,90
5671,BV001337004,fre,Nicolas Poussin,1988,-387,-7,-1
5672,BV001337345,ita,Disegnare Il libro,1988,472,332,61
5673,BV001337346,ita,Eleganza e civetterie,1987,136,-86,-1
5674,BV001337462,ita,Antiche farmacie romane,1988,-153,-275,-1
5675,BV001338352,lat,Bibliographie signalétique du Latin des chrétiens,1989,319,-98,-1
5676,BV001338410,ita,Papiri dell'Istituto Papirologico G. Vitelli,1988,255,-253,-1
5677,BV001338583,ger,Wallfahrtskirche Kirchhaslach,1989,268,-219,151
5678,BV001338894,ita,Il colore della città,1988,387,264,-1
5679,BV001338952,ita,Le fontanelle di Roma,1988,-195,-275,72
5680,BV001339084,ger,Persepolis,1988,183,-75,158
5681,BV001339563,ger,Schmuck alter Büchsen und Gewehre,1964,404,-136,-1
5682,BV001339586,ger,Zeit und Geschichte,1988,29,370,-1
5683,BV001339589,eng,Museums and galleries of London,1986,-102,-374,35
5684,BV001339624,ger,Die Gartenkunst der Régence und des Rokoko in Frankreich,1981,34,351,-1
5685,BV001339648,ita,L' indagine nel Palazzo D'Arnolfo,1988,374,238,-1
5686,BV001339784,ger,Die dritte Dimension,1988,114,234,41
5687,BV001340191,ita,"Architettura, idea, città",[1988],-183,-105,-1
5688,BV001340231,ger,Ferdinand Tietz,1989,391,-275,188
5690,BV001340591,ger,Alte Bilderrahmen,1958,259,-105,169
5692,BV001340608,ger,Möbel von J. H. Riesener,[1954],59,366,-1
5693,BV001340622,eng,The crisis of the early Italian Renaissance,1967,131,37,94
5694,BV001340971,ger,Die Denkmalpflege als Plage und Frage,1989,-174,-460,47
5695,BV001341055,ita,Le feste in Toscana tra medioevo ed età moderna,1987,191,83,89
5696,BV001341337,ger,Die Spätantike,1989,-123,-15,-1
5697,BV001341923,fre,De sculptura,1969,246,192,23
5698,BV001341986,ita,Studi Vinciani,1957,-80,-181,-1
5699,BV001341993,eng,A chronology of Leonardo da Vinci's architectural studies after 1500,1962,574,-90,3
5701,BV001342211,ger,Bestandserschließung und Bibliotheksstruktur,1979,-166,-476,45
5702,BV001342727,ita,Il Palazzo Carandini di Modena,1987,-319,279,29
5703,BV001343309,ita,Marmora romana,1988,-166,-249,70
